파일,Step,타이틀,CPT코드,이유,Action(앞80자)
2018/2018.9모나_20.md,1,교점의 개수를 보조 함수의 실근 개수로 변환한 대수적 변환,10공수1-02-03,"키워드 미매칭 (코드: 10공수1-02-03, 키워드: 근과 계수의 관계, 근과 계수, 비에타, 두 근의 합, 두 근의 곱)","[10공수1-02-03] 방정식 $f(x) = -x + t$를 변형하여 $f(x) + x = t$로 정리하고, 보조 함수 $H(x) = f(x)"
2018/2018.9모나_20.md,2,보조 함수의 단조성을 이용한 특정 함수군에서의 개수 불변성 확인,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)",[12미적Ⅰ-02-07] $H(x) = x^3 + x$의 도함수 $H'(x) = 3x^2 + 1$의 부호를 분석합니다.
2018/2018.9모나_20.md,3,극값의 존재성과 접선 조건을 결합한 수평 교점 개주의 가변성 분석,12미적Ⅰ-02-08,"키워드 미매칭 (코드: 12미적Ⅰ-02-08, 키워드: 그래프의 개형, 그래프의 개형, 개형, 오목, 볼록)","[12미적Ⅰ-02-08] 삼차함수 $H(x)$가 수평선과 두 점에서 만난다는 것은 해당 높이($t=1$)가 극대 또는 극소임을 의미하며, 이는 "
2018/2018.9모나_20.md,4,반례 구성을 통한 도함수 범위와 상숫값 성질 사이의 필요조건 검증,10공수1-02-11,"키워드 미매칭 (코드: 10공수1-02-11, 키워드: 이차부등식, 연립이차부등식, 이차부등식, 연립이차부등식)",[10공수1-02-11] $H(x) = f(x)+x$가 증가함수일 조건($f'(x) \geq -1$)이 $f(x)$의 극값 미존재 조건($f'(
2018/2018.9모나_21.md,4,도출된 계수들 사이의 대수적 관계를 활용한 특정 수식의 수치적 값 결정,10공수1-02-03,"키워드 미매칭 (코드: 10공수1-02-03, 키워드: 근과 계수의 관계, 근과 계수, 비에타, 두 근의 합, 두 근의 곱)","[10공수1-02-03] 구한 관계식 $a=b-1, c=1-b$를 목표 식에 대입하여 변수를 소거합니다."
2018/2018수능나_08.md,1,분할 경우를 열거하여 방법의 수 산출,10공수1-03-01,"키워드 미매칭 (코드: 10공수1-03-01, 키워드: 합의 법칙, 곱의 법칙, 경우의 수, 합의 법칙, 곱의 법칙)","[10공수1-03-01] 합이 11이 되는 {3,…,7} 원소 분할 열거: (7,4), (6,5), (5,3,3), (4,4,3) → 4가지"
2018/2018수능나_11.md,1,곡선의 x절편 파악 후 자연수 격자점 열거,10공수2-03-04,"키워드 미매칭 (코드: 10공수2-03-04, 키워드: 유리함수, 그래프의 성질, 유리함수, 점근선)",[10공수2-03-04] $y=\dfrac{1}{2x-8}+3$의 $y=0$: $x=\dfrac{23}{6}\approx3.83$. 자연수 $x
2018/2018수능나_18.md,1,극한 존재 조건으로 f(x)의 인수 결정 후 f(3) 산출,12미적Ⅰ-02-01,"키워드 미매칭 (코드: 12미적Ⅰ-02-01, 키워드: 미분계수, 순간변화율, 미분계수, 순간변화율, 평균변화율)",[12미적Ⅰ-02-01] $(x-2)\to0$이므로 극한 존재를 위해 $f(2)=0$. $f(x)=(x-1)(x-2)(x-a)$로 설정. $\l
2018/2018수능나_20.md,2,특정 지점의 정량적 정보를 대입한 도함수의 유일한 수식 확정,10공수1-02-11,"키워드 미매칭 (코드: 10공수1-02-11, 키워드: 이차부등식, 연립이차부등식, 이차부등식, 연립이차부등식)",[10공수1-02-11] 앞선 단계에서 설정한 $f^{\prime}(x)$ 식에 $x=2$를 대입하여 매개변수 $b$의 값을 결정합니다.
2018/2018수능나_20.md,3,도함수의 영점 위치와 부호 변화 분석을 통한 원함수의 극대/극소 판별,12미적Ⅰ-02-08,"키워드 미매칭 (코드: 12미적Ⅰ-02-08, 키워드: 그래프의 개형, 그래프의 개형, 개형, 오목, 볼록)",[12미적Ⅰ-02-08] 도함수 $4x^2(x-1)$의 부호가 $x=1$에서만 음에서 양으로 변하고 $x=0$에서는 변하지 않음을 해석합니다.
2018/2018수능나_21.md,3,주기적 관계를 만족하는 원소 쌍의 기하학적 대칭 교선 탐색,10공수2-03-03,"키워드 미매칭 (코드: 10공수2-03-03, 키워드: 역함수, 역함수)","[10공수2-03-03] $y=f(x)$와 그 역관계인 $x=f(y)$(즉, $y=f^{-1}(x)$의 다가함수 형태)의 교점 중 $y=x$ 위"
2018/2018수능나_28.md,3,사건의 대칭성을 활용한 보조적 산출 결과의 검증 및 최종 확률값 결정,10공수1-02-11,"키워드 미매칭 (코드: 10공수1-02-11, 키워드: 이차부등식, 연립이차부등식, 이차부등식, 연립이차부등식)",[10공수1-02-11] 산출된 경우의 수를 전체 경우의 수로 나누어 확률을 구하고 기약분수 형태로 정리합니다.
2018/2018수능나_29.md,2,미분법을 활용한 곡선의 국소적 기울기와 직선 기울기의 일치 지점 탐색,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)",[12미적Ⅰ-02-07] $x>1$ 영역에서 $f'(x) = 6x^2 - 6x$가 직선 $g(x)$의 기울기인 $12$와 같아지는 지점을 찾습니
2018/2018수능나_29.md,3,곡선의 볼록성을 활용한 접선 상태 분석과 경계 매개변수 값의 수치적 산출,10공수1-02-03,"키워드 미매칭 (코드: 10공수1-02-03, 키워드: 근과 계수의 관계, 근과 계수, 비에타, 두 근의 합, 두 근의 곱)","[10공수1-02-03] 접점의 좌표를 직선 식에 대입하여 미지수 $k$를 구하고, $f(x)$가 아래로 볼록(convex)한 성질을 이용하여 "
2018/2018수능나_29.md,4,확정된 분기점 및 기약분수 경계값의 분모와 분자를 합산하여 최종 결과 산출하기,10공수1-02-11,"키워드 미매칭 (코드: 10공수1-02-11, 키워드: 이차부등식, 연립이차부등식, 이차부등식, 연립이차부등식)","[10공수1-02-11] 앞서 구한 $a=1$, $p=12$, $q=19$를 모두 더하여 최종 수치를 구합니다."
2019/2019.6모나_19.md,1,b값을 기준으로 경우를 분류하여 부등식 조건을 만족하는 순서쌍의 수를 구하기,10공수1-03-03,"키워드 미매칭 (코드: 10공수1-03-03, 키워드: 조합, 조합, ncr, 이항계수)","[10공수1-03-03] 주사위의 눈은 $1$ 에서 $6$ 사이의 자연수임에 착안하여 주어진 부등식의 논리 분기 기준인 $b$ 에 가능한 $4,"
2019/2019.6모나_21.md,1,부등식 조건을 삼차함수의 계수에 대입하여 미정계수의 수치적 범위 제한하기,12대수01-01,"키워드 미매칭 (코드: 12대수01-01, 키워드: 거듭제곱, 거듭제곱근, 거듭제곱근, n제곱근, 제곱근)","[12대수01-01] $f(1), f(-1)$을 계수 $a, b$로 표현한 후 연립부등식 풀이"
2019/2019.6모나_27.md,1,집합 조건 해석 후 n(B-A) 최댓값 산출,10공수2-02-03,"키워드 미매칭 (코드: 10공수2-02-03, 키워드: 집합의 연산, 벤 다이어그램, 교집합, 합집합, 여집합)",[10공수2-02-03] (나): $A\cap(A^C\cup B)=A\cap B\ne\varnothing$ → $n(A\cap B)\geq1$.
2019/2019.6모나_28.md,1,불연속 조건으로 영점 결정 후 극한 조건으로 계수 산출,12미적Ⅰ-01-04,"키워드 미매칭 (코드: 12미적Ⅰ-01-04, 키워드: 연속함수의 성질, 중간값 정리, 최대최소 정리, 최대, 최소)","[12미적Ⅰ-01-04] $x/f(x)$가 $x=c$에서 불연속이 되려면 $f(c)=0$ (분모 $=0$). 따라서 $f(1)=0$, $f(2)"
2019/2019.6모나_29.md,1,경계점에서의 연속 조건으로 계수들의 관계식 수립하기,12미적Ⅰ-01-04,"키워드 미매칭 (코드: 12미적Ⅰ-01-04, 키워드: 연속함수의 성질, 중간값 정리, 최대최소 정리, 최대, 최소)",[12미적Ⅰ-01-04] $x=1$에서 연속: $\lim_{x\to1^-}(ax+b)=a+b=c+\dfrac{5}{2}$. 역함수 존재 조건(단
2019/2019.6모나_29.md,2,역함수 교점 조건으로 계수 결정 및 구하는 값 계산,12미적Ⅰ-01-04,"키워드 미매칭 (코드: 12미적Ⅰ-01-04, 키워드: 연속함수의 성질, 중간값 정리, 최대최소 정리, 최대, 최소)",[12미적Ⅰ-01-04] $y=f(x)$와 $y=f^{-1}(x)$의 교점은 (i) $f(\alpha)=\alpha$ (직선 $y=x$ 위의 점
2019/2019.6모나_30.md,2,평균변화율 조건과 함숫값의 대소 관계를 분석하여 사차함수의 다항식 구조 특정하기,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)","[12미적Ⅰ-02-07] $n=3, 4$일 때 $f(n+2) \le f(n)$ 관계를 앞서 구한 귀납적 정의 결과와 연립"
2019/2019.6모나_30.md,3,특정 지점의 함숫값을 다항식에 대입하여 문제에서 요구하는 최종 수치 산출하기,12대수01-01,"키워드 미매칭 (코드: 12대수01-01, 키워드: 거듭제곱, 거듭제곱근, 거듭제곱근, n제곱근, 제곱근)",[12대수01-01] 확정된 사차함수 $f(x) = a(x-r_1)(x-r_2)(x-r_3)(x-r_4)$에 $x=5/2$ 대입
2019/2019.9모나_01.md,1,분수 지수를 거듭제곱근 기호로 변환하여 식의 값 계산하기,12대수01-02,"키워드 미매칭 (코드: 12대수01-02, 키워드: 지수의 확장, 유리수 지수, 실수 지수, 지수의 확장, 유리수 지수)",[12대수01-02] $27^{1/3}=\sqrt[3]{27}=3$
2019/2019.9모나_02.md,1,집합 차집합 연산으로 나머지 원소를 확정하고 두 원소의 합 계산하기,10공수2-02-03,"키워드 미매칭 (코드: 10공수2-02-03, 키워드: 집합의 연산, 벤 다이어그램, 교집합, 합집합, 여집합)","[10공수2-02-03] $A-B=\{3,7\}$. 합$=3+7=10$"
2019/2019.9모나_12.md,1,조건부 확률로 야구 여학생 비율 산출,12확통02-04,"키워드 미매칭 (코드: 12확통02-04, 키워드: 조건부확률, 조건부확률, p(a|b), p(b|a))",[12확통02-04] 축구 선택 남학생: $100\times\dfrac{2}{5}=40$명. 야구 선택 여학생: $40-(70-40)=10$명.
2019/2019.9모나_18.md,1,그래프의 구간별 함수식으로 절댓값 합성 함수의 좌·우 극한 판별,12미적Ⅰ-01-04,"키워드 미매칭 (코드: 12미적Ⅰ-01-04, 키워드: 연속함수의 성질, 중간값 정리, 최대최소 정리, 최대, 최소)","[12미적Ⅰ-01-04] 그래프에서: $f(x)=-x-1$($x\in[-1,0)$), $f(0)=\dfrac{1}{2}$, $f(x)=\dfra"
2019/2019.9모나_20.md,1,상자 B 공 개수를 이진 경로로 표현하여 6번째에 처음으로 8이 되는 배열 수 산출,12확통02-02,"키워드 미매칭 (코드: 12확통02-02, 키워드: 확률의 덧셈정리, 확률의 덧셈정리, 덧셈정리, 배반사건, 합사건)","[12확통02-02] 초기 B=6. 앞면 $a$번, 뒷면 $b$번이면 $B=6+a-b$, $a+b=6$. B=8이 되려면 $a-b=2$이므로 $"
2019/2019.9모나_29.md,1,경로 구조 분석으로 A_n 좌표를 이동 거리로 표현,12대수03-05,"키워드 미매칭 (코드: 12대수03-05, 키워드: 여러 가지 수열, 수열의 합, 계차수열, 군수열, 분수형)",[12대수03-05] $A_n$의 누적 거리: $d_n=\sum_{k=1}^{n}\dfrac{2k-1}{25}=\dfrac{n^2}{25}$. 
2019/2019.9모나_29.md,2,y=x 조건으로 정수 n 결정 및 두 번째 점의 x 좌표 산출,12대수03-06,"키워드 미매칭 (코드: 12대수03-06, 키워드: 귀납적 정의, 점화식, 귀납적 정의, 수학적 귀납법)","[12대수03-06] 구간 $[2k,2k+1]$에서 $y=x$: $k=d-k \Rightarrow d=2k$, 즉 $n^2/25=2k \Righ"
2019/2019.9모나_30.md,2,고정점 조건을 활용하여 다항함수의 모델을 설정하고 미지수 사이의 관계 수립하기,12대수01-01,"키워드 미매칭 (코드: 12대수01-01, 키워드: 거듭제곱, 거듭제곱근, 거듭제곱근, n제곱근, 제곱근)","[12대수01-01] $f(x)-x = kx(x-a)(x-b)$로 설정하고 $f(1)=2, f(2)=1$ 대입"
2019/2019수능나_01.md,1,음의 지수와 분수 지수를 지수법칙으로 변환하여 식의 값 계산하기,12대수01-02,"키워드 미매칭 (코드: 12대수01-02, 키워드: 지수의 확장, 유리수 지수, 실수 지수, 지수의 확장, 유리수 지수)",[12대수01-02] $2^{-1}\times16^{1/2}=\dfrac{1}{2}\times4=2$
2019/2019수능나_02.md,1,집합 차집합 연산으로 공통 원소를 제거하고 미지 원소 결정하기,10공수2-02-03,"키워드 미매칭 (코드: 10공수2-02-03, 키워드: 집합의 연산, 벤 다이어그램, 교집합, 합집합, 여집합)","[10공수2-02-03] $A-B=\{5,9\}=\{a,9\}$ → $a=5$"
2019/2019수능나_10.md,1,확률밀도함수 전체 면적 합산 조건으로 경계 상수 결정,12확통03-01,"키워드 미매칭 (코드: 12확통03-01, 키워드: 확률변수, 확률분포, 확률변수, 확률분포, 이산확률변수)",[12확통03-01] 그래프는 사다리꼴 형태. 0→1/3 삼각형 + 1/3→a 직사각형 + a→2 삼각형. 높이는 모두 $\dfrac{3}{4}
2019/2019수능나_10.md,2,결정된 경계값으로 직사각형 구간 넓이를 산출하여 확률 도출,12확통03-01,"키워드 미매칭 (코드: 12확통03-01, 키워드: 확률변수, 확률분포, 확률변수, 확률분포, 이산확률변수)",[12확통03-01] $\mathrm{P}\!\left(\dfrac{1}{3}\leq X\leq1\right)=\left(1-\dfrac{1}{
2019/2019수능나_11.md,1,~p 진리집합의 q 포함 조건으로 a 최솟값 결정,12대수01-02,"키워드 미매칭 (코드: 12대수01-02, 키워드: 지수의 확장, 유리수 지수, 실수 지수, 지수의 확장, 유리수 지수)",[12대수01-02] p: $x<1$ 또는 $x>3$. $\sim p$: $1\leq x\leq3$. $\sim p\subset q$이려면 $a
2019/2019수능나_18.md,1,y좌표가 먼저 3이 되고 x=1인 경우의 확률 산출,12확통02-04,"키워드 미매칭 (코드: 12확통02-04, 키워드: 조건부확률, 조건부확률, p(a|b), p(b|a))","[12확통02-04] y가 처음으로 3이 되고 그 때 x=1이면: 앞 3번 (x=1번, y=2번) + 마지막 뒤면(y+1). 앞 3번의 유효 배"
2019/2019수능나_18.md,2,y가 먼저 3이 되는 전체 확률로 조건부 확률 산출,12확통02-04,"키워드 미매칭 (코드: 12확통02-04, 키워드: 조건부확률, 조건부확률, p(a|b), p(b|a))","[12확통02-04]
  - $P(x=0,y=3)=(1/2)^3=\dfrac{1}{8}$
  - $P(x=1,y=3)=\dfrac{3}{16}$"
2019/2019수능나_21.md,2,연속성 보존을 위한 분모의 근 부재 조건을 미분계수와 연결하여 매개변수 범위 제한하기,10공수1-02-07,"키워드 미매칭 (코드: 10공수1-02-07, 키워드: 삼차방정식, 사차방정식, 삼차방정식, 사차방정식, 삼차)",[10공수1-02-07] $x^2+ax+3=0$이 실근을 갖지 않거나 특정 지점에서만 갖는 판별식 조사
2019/2019수능나_21.md,3,함숫값이 자연수라는 조건과 매개변수의 범위를 대조하여 정답이 되는 최솟값 산출하기,12대수01-01,"키워드 미매칭 (코드: 12대수01-01, 키워드: 거듭제곱, 거듭제곱근, 거듭제곱근, n제곱근, 제곱근)",[12대수01-01] $f(1) = 1(1+a+3) = a+4$ 가 자연수임을 이용해 $a$값의 후보를 좁히고 $g(2)$ 연산
2019/2019수능나_28.md,1,같은 숫자 공 쌍의 이웃 경우를 여사건으로 확률 산출,12확통01-01,"키워드 미매칭 (코드: 12확통01-01, 키워드: 중복순열, 같은 것이 있는 순열, 중복순열, 같은 것이 있는 순열, 원순열)",[12확통01-01] 전체 $=7!=5040$. 흰 공 4와 검은 공 4를 한 묶음으로 보면 6개 배열 $\times$ 내부 순서 2가지 $=2
2019/2019수능나_30.md,1,원점에서의 접선 조건과 함수의 개형을 결합하여 삼차함수와 이차함수의 다항식 구조 특정하기,12대수01-01,"키워드 미매칭 (코드: 12대수01-01, 키워드: 거듭제곱, 거듭제곱근, 거듭제곱근, n제곱근, 제곱근)","[12대수01-01] 최고차항 계수 조건을 포함하여 $f(x) = x^2(x-a)$, $g(x) = -(x-2)^2$ 수립"
2020/2020.6모나_01.md,1,유리수 지수 변환으로 지수식의 값 산출하기,12대수01-01,"키워드 미매칭 (코드: 12대수01-01, 키워드: 거듭제곱, 거듭제곱근, 거듭제곱근, n제곱근, 제곱근)","[12대수01-01] $5^0=1$, $25^{1/2}=5$. $1\times5=5$"
2020/2020.6모나_04.md,1,화살표 그림을 이용하여 함숫값과 역함수값의 합 산출하기,10공수2-03-02,"키워드 미매칭 (코드: 10공수2-03-02, 키워드: 합성함수, 합성함수)","[10공수2-03-02] 그림에서 $f(1)=2$, $f(2)=3$. 역함수: $f^{-1}(3)=2$ ($f(2)=3$ 이므로). $f(1)+"
2020/2020.6모나_06.md,1,확률의 분해 공식을 이용하여 사건의 확률 산출하기,12확통02-02,"키워드 미매칭 (코드: 12확통02-02, 키워드: 확률의 덧셈정리, 확률의 덧셈정리, 덧셈정리, 배반사건, 합사건)",[12확통02-02] $\mathrm{P}(A\cup B)=\mathrm{P}(A)+\mathrm{P}(A^c\cap B)$ → $\frac{3
2020/2020.6모나_12.md,1,두 곡선의 교점 개수 조건을 분석하여 상수의 최댓값 확정하기,12미적Ⅰ-02-09,"키워드 미매칭 (코드: 12미적Ⅰ-02-09, 키워드: 방정식과 부등식, 문제해결, 방정식과 부등식, 근의 개수, 실근의 개수)","[12미적Ⅰ-02-09] $y_1=\frac{6}{x-5}+3$: $x=3$ 에서 $y_1=0$, $x<3$ 에서 $y_1>0$. $y_2=\s"
2020/2020.6모나_13.md,2,근의 곱 조건에 대입하여 방정식의 매개변수 산출하기,12대수03-03,"키워드 미매칭 (코드: 12대수03-03, 키워드: 등비수열, 일반항, 수열의 합, 등비수열, 공비)",[12대수03-03] $\frac{(n+1)(2n-1)}{9}=4(n-4)$ → $2n^2+n-1=36n-144$ → $2n^2-35n+143=
2020/2020.6모나_15.md,1,각 불연속점에서 곱이 0이 되는 조건으로 a 결정,10공수1-02-03,"키워드 미매칭 (코드: 10공수1-02-03, 키워드: 근과 계수의 관계, 근과 계수, 비에타, 두 근의 합, 두 근의 곱)","[10공수1-02-03]
  - $x=0$: $f$가 불연속 ($\lim_{x\to0^-}f=3\neq f(0)=2$). $h$가 연속이 되려면"
2020/2020.6모나_16.md,1,곱이 12가 되는 네 수의 조합 열거로 유효 배열 수 산출,12확통01-01,"키워드 미매칭 (코드: 12확통01-01, 키워드: 중복순열, 같은 것이 있는 순열, 중복순열, 같은 것이 있는 순열, 원순열)","[12확통01-01]
  - $\{1,1,2,6\}$: $\dfrac{4!}{2!}=12$
  - $\{1,1,3,4\}$: $\dfrac{4!"
2020/2020.6모나_19.md,1,사건 확률과 교사건 확률의 일반식 유도로 각 확률값 산출,12확통02-02,"키워드 미매칭 (코드: 12확통02-02, 키워드: 확률의 덧셈정리, 확률의 덧셈정리, 덧셈정리, 배반사건, 합사건)",[12확통02-02] $P(A_k)=\dfrac{k\times7!}{8!}=\dfrac{k}{8}$. $k=4$: $p=\dfrac{4}{8}=
2020/2020.6모나_21.md,3,함수의 주기적 함숫값 분포를 활용하여 조건을 만족하는 자연수 매개변수의 개수 산출하기,12대수03-05,"키워드 미매칭 (코드: 12대수03-05, 키워드: 여러 가지 수열, 수열의 합, 계차수열, 군수열, 분수형)","[12대수03-05] 한 주기 $[0, 8]$ 내에서 $f$값이 일정한 정수 세 쌍을 찾고 주기성을 이용하여 전체 개수 합산"
2020/2020.6모나_23.md,1,평행이동된 함수식에 좌표를 대입하여 미지 상수 확정하기,12미적Ⅰ-01-01,"키워드 미매칭 (코드: 12미적Ⅰ-01-01, 키워드: 함수의 극한, 함수의 극한, 극한, lim, 좌극한)",[12미적Ⅰ-01-01] 이동 후: $y=\frac{2}{x}+4$. $x=2$ 대입: $a=\frac{2}{2}+4=5$
2020/2020.6모나_26.md,1,방정식의 해집합을 이용하여 두 집합의 차집합 산출하기,10공수2-02-03,"키워드 미매칭 (코드: 10공수2-02-03, 키워드: 집합의 연산, 벤 다이어그램, 교집합, 합집합, 여집합)","[10공수2-02-03] $A-B=\{2,4,8,16\}$"
2020/2020.6모나_27.md,1,부등식을 한쪽으로 이항하여 구간 최솟값 조건으로 변환하기,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)",[12미적Ⅰ-02-07] $h(x)=f(x)-3g(x)=x^3+3x^2-k-3(2x^2+3x-10)=x^3-3x^2-9x+30-k\geq0$ →
2020/2020.6모나_29.md,1,변수 치환으로 단조 순서쌍 열거 문제로 변환,12확통01-02,"키워드 미매칭 (코드: 12확통01-02, 키워드: 중복조합, 중복조합, _nh)","[12확통01-02] $y_1=x_1$, $y_2=x_2-2$, $y_3=x_3-4$로 치환. $x_2\geq x_1+2\Rightarrow y"
2020/2020.9모나_01.md,1,유리수 지수 변환으로 지수식의 값 산출하기,12대수01-01,"키워드 미매칭 (코드: 12대수01-01, 키워드: 거듭제곱, 거듭제곱근, 거듭제곱근, n제곱근, 제곱근)","[12대수01-01] $3^3=27$, $81^{1/2}=9$. $27\div9=3$"
2020/2020.9모나_09.md,1,치역과 정의역 분석을 이용하여 한 사분면 통과 조건에서 상수의 최댓값 확정하기,10공수2-03-04,"키워드 미매칭 (코드: 10공수2-03-04, 키워드: 유리함수, 그래프의 성질, 유리함수, 점근선)",[10공수2-03-04] $x>a>0$ 이면 $x$ 좌표 양수. $y$ 의 최솟값 $=4-a^2$. 오직 1사분면: $4-a^2\geq0$ → 
2020/2020.9모나_11.md,2,통과점 조건에 대입하여 나머지 미지 상수 확정하기,10공수2-03-04,"키워드 미매칭 (코드: 10공수2-03-04, 키워드: 유리함수, 그래프의 성질, 유리함수, 점근선)",[10공수2-03-04] $6=\frac{k}{4}+5$ → $k=4$
2020/2020.9모나_13.md,2,표준화 방정식을 이용하여 분포의 평균 산출하기,12확통03-04,"키워드 미매칭 (코드: 12확통03-04, 키워드: 정규분포, 이항분포와의 관계, 정규분포, 이항분포와의 관계, 표준정규분포)",[12확통03-04] $\frac{27}{2m}-3=3$ → $\frac{27}{2m}=6$ → $m=\frac{9}{4}$
2020/2020.9모나_20.md,1,순서쌍별 공의 조합 확률을 산출하여 각 경우의 확률 확정,12확통03-03,"키워드 미매칭 (코드: 12확통03-03, 키워드: 이항분포, 이항분포, b(n,p), 베르누이)","[12확통03-03] $\binom{12}{9}=220$.
  - $(6,1,2)$: $\dfrac{\binom{6}{6}\binom{3}{1}"
2020/2020.9모나_20.md,2,두 경우의 확률을 합산하여 최종 확률 산출,12확통02-02,"키워드 미매칭 (코드: 12확통02-02, 키워드: 확률의 덧셈정리, 확률의 덧셈정리, 덧셈정리, 배반사건, 합사건)",[12확통02-02] $p+q=\dfrac{9}{220}+\dfrac{9}{110}=\dfrac{9}{220}+\dfrac{18}{220}=\d
2020/2020수능나_02.md,1,두 집합이 같은 조건을 이용하여 미지 원소의 합 산출하기,10공수2-02-03,"키워드 미매칭 (코드: 10공수2-02-03, 키워드: 집합의 연산, 벤 다이어그램, 교집합, 합집합, 여집합)","[10공수2-02-03] $a+2=3$ 이고 $b-1=6$ → $a=1$, $b=7$. $a+b=8$"
2020/2020수능나_14.md,2,함수 분해의 경우를 분석하여 특정 함숫값의 최댓값 산출하기,12미적Ⅰ-01-01,"키워드 미매칭 (코드: 12미적Ⅰ-01-01, 키워드: 함수의 극한, 함수의 극한, 극한, lim, 좌극한)","[12미적Ⅰ-01-01] $f(x)=2x^2, g(x)=x-2$ 이면 $f(2)=8$. 이것이 최댓값"
2020/2020수능나_19.md,1,홀수 개수와 짝수 종류 수의 합산 조건으로 케이스 분류,12확통01-02,"키워드 미매칭 (코드: 12확통01-02, 키워드: 중복조합, 중복조합, _nh)","[12확통01-02] $(h,k)$: $(1,2)$, $(3,1)$만 가능 ($h\leq3$, $k\leq3$, $h,k\geq0$, $h+2k"
2020/2020수능나_27.md,1,두 속도함수를 등치시켜 속도가 같아지는 시각 확정하기,12미적Ⅰ-02-01,"키워드 미매칭 (코드: 12미적Ⅰ-02-01, 키워드: 미분계수, 순간변화율, 미분계수, 순간변화율, 평균변화율)","[12미적Ⅰ-02-01] $v_1=3t^2-4t+3$, $v_2=2t+12$. $3t^2-6t-9=0$ → $t^2-2t-3=0$ → $t=3$"
2020/2020수능나_28.md,1,적분 조건을 미분하여 f가 일차함수임을 도출,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)",[12미적Ⅰ-03-04] 양변 미분: $f(x)=\dfrac{1}{2}\{f(x)+f(1)\}+\dfrac{x-1}{2}f'(x)$. 정리: $
2020/2020수능나_28.md,2,정적분 등치 조건으로 일차함수 기울기 결정 후 특정 함숫값 산출,12미적Ⅰ-03-02,"키워드 미매칭 (코드: 12미적Ⅰ-03-02, 키워드: 부정적분의 계산, 다항함수, 부정적분의 계산, 부정적분, 적분하면)",[12미적Ⅰ-03-02] $\displaystyle\int_0^2(Ax+1)dx=2A+2$. $\displaystyle\int_{-1}^1 x(
2020/2020수능나_30.md,1,특정 함숫값 조건과 직선과의 접점 조건을 분석하여 삼차함수의 근의 배치 추론하기,12미적Ⅰ-02-05,"키워드 미매칭 (코드: 12미적Ⅰ-02-05, 키워드: 접선의 기울기, 접선의 방정식, 접선의 기울기, 접선의 방정식, 접선)",[12미적Ⅰ-02-05] $f(0)=0$이므로 원점에서 $y$축 대칭인 두 직선과 $f(x)$가 접하는 기하학적 개형 설정
2020/2020수능나_30.md,2,도함수 조건과 접선 조건을 연립하여 삼차함수의 식 수립 및 미정계수 산출하기,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)",[12미적Ⅰ-02-07] $f(x) = ax^3+bx^2+cx$로 놓고 접점 조건 $\mathcal{D}=0$ (판별식 등)을 활용하여 계수 결
2020/2020수능나_30.md,3,완성된 삼차함수에 특정 값을 대입하여 문제에서 요구하는 정답 도출하기,12대수01-01,"키워드 미매칭 (코드: 12대수01-01, 키워드: 거듭제곱, 거듭제곱근, 거듭제곱근, n제곱근, 제곱근)",[12대수01-01] 확정된 $f(x)$ 식에 $x=3$을 대입하여 산술 연산 수행
2021/2021.6모나_13.md,1,인수분해로 삼차함수의 영점을 구하여 적분 구간 확정하기,12미적Ⅰ-02-07,"키워드 미매칭 (코드: 12미적Ⅰ-02-07, 키워드: 증가와 감소, 극대와 극소, 증가와 감소, 극대와 극소, 극대)","[12미적Ⅰ-02-07] $x^2(x-2)=0$ → $x=0$, $x=2$"
2021/2021.6모나_17.md,1,정적분값을 상수로 치환하여 함수식 결정 후 자기 대입으로 상수 확정,12미적Ⅰ-03-04,"키워드 미매칭 (코드: 12미적Ⅰ-03-04, 키워드: 부정적분과 정적분의 관계, 부정적분과 정적분, 미적분의 기본정리, 기본정리, 정적분으로 정의된)","[12미적Ⅰ-03-04] $c=\displaystyle\int_0^1 f(t)\,dt$로 놓으면 $f(x)=4x^3+cx$. 이를 $c$ 정의에"
2021/2021.6모나_21.md,2,경계값에서의 함숫값 대소 관계를 비교하여 특정 교점의 엑스좌표가 갖는 수치적 범위 확정하기,12대수01-02,"키워드 미매칭 (코드: 12대수01-02, 키워드: 지수의 확장, 유리수 지수, 실수 지수, 지수의 확장, 유리수 지수)",[12대수01-02] $x=1/2$일 때의 두 함수 $y$값을 비교하여 교점의 선후 관계 확인
